1001200509_J2	endocrine
1001200509_J20	beta
1001200509_J8	alpha_mt
1001200509_K1	beta
1001200509_K11	beta
1001200509_K12	alpha
1001200509_K13	beta
1001200509_K14	beta
1001200509_K15	beta
1001200509_K16	beta
1001200509_K17	beta
1001200509_K18	beta
1001200509_K19	beta
1001200509_K20	beta
1001200509_K21	beta
1001200509_K22	beta
1001200509_K4	endocrine
1001200509_K8	endocrine
1001200509_K9	alpha_mt
1001200509_L10	gamma
1001200509_L11	endocrine
1001200509_L12	beta
1001200509_L13	beta
1001200509_L15	beta
1001200509_L16	beta
1001200509_L17	beta
1001200509_L18	delta
1001200509_L21	beta
1001200509_L22	beta
1001200509_L3	endocrine
1001200509_L4	endocrine
1001200509_L5	alpha
1001200509_L6	endocrine
1001200509_M1	endocrine
1001200509_M10	beta
1001200509_M14	beta
1001200509_M18	beta
1001200509_M19	beta
1001200509_M20	beta
1001200509_M21	beta
1001200509_M22	beta
1001200509_M4	endocrine
1001200509_M5	endocrine
1001200509_M9	endocrine
1001200509_N1	beta
1001200509_N10	endocrine
1001200509_N11	beta
1001200509_N12	beta
1001200509_N13	beta
1001200509_N14	beta
1001200509_N15	endocrine
1001200509_N16	beta
1001200509_N17	endocrine
1001200509_N19	beta
1001200509_N20	beta
1001200509_N22	beta
1001200509_N3	endocrine
1001200509_O1	beta
1001200509_O12	beta
1001200509_O13	beta
1001200509_O14	beta
1001200509_O15	beta
1001200509_O16	beta
1001200509_O17	beta
1001200509_O18	beta
1001200509_O22	alpha
1001200509_O3	endocrine
1001200509_O4	endocrine
1001200509_O5	endocrine
1001200509_O6	endocrine
1001200509_O9	endocrine
1001200509_P10	endocrine
1001200509_P11	alpha_mt
1001200509_P13	beta
1001200509_P14	beta
1001200509_P15	beta
1001200509_P16	endocrine
1001200509_P17	beta
1001200509_P19	beta
1001200509_P20	beta
1001200509_P22	beta
1001200509_P4	alpha_mt
1001200510_A22	beta
1001200510_B14	alpha
1001200510_B17	alpha
1001200510_C10	beta
1001200510_C14	alpha
1001200510_C15	alpha
1001200510_D15	alpha
1001200510_D18	alpha
1001200510_D21	alpha
1001200510_E11	alpha
1001200510_E13	alpha
1001200510_E15	alpha
1001200510_E18	gamma
1001200510_F14	alpha
1001200510_F15	alpha
1001200510_F20	beta
1001200510_G10	beta
1001200510_G19	alpha
1001200510_H11	alpha
1001200510_H12	beta
1001200510_I14	alpha
1001200510_I22	alpha
1001200510_J12	alpha
1001200510_J19	alpha
1001200510_K11	alpha
1001200510_K12	alpha
1001200510_K13	beta
1001200510_K21	alpha
1001200510_K22	alpha
1001200510_L11	alpha
1001200510_L15	alpha
1001200510_L18	alpha
1001200510_L20	alpha
1001200510_M12	alpha
1001200510_M13	alpha
1001200510_M9	alpha_mt
1001200510_N15	alpha
1001200510_N17	alpha
1001200510_N22	alpha
1001200510_O16	alpha
1001200510_O17	alpha
1001200510_O21	alpha
1001200510_O22	alpha
1001200510_P10	alpha
1001200510_P11	alpha
1001200510_P13	alpha
1001200510_P16	beta
1001200510_P18	alpha
1001200510_P19	alpha
1001200511_A1	alpha
1001200511_A11	alpha
1001200511_A12	alpha
1001200511_A15	beta
1001200511_A16	alpha
1001200511_A19	alpha_mt
1001200511_A2	alpha
1001200511_A5	alpha
1001200511_A8	beta
1001200511_A9	alpha
1001200511_B11	alpha
1001200511_B12	alpha
1001200511_B13	alpha
1001200511_B14	alpha
1001200511_B16	alpha
1001200511_B3	alpha
1001200511_B4	alpha
1001200511_B5	alpha
1001200511_B7	beta
1001200511_B8	alpha
1001200511_C10	alpha
1001200511_C11	alpha
1001200511_C13	endocrine
1001200511_C14	alpha
1001200511_C15	alpha
1001200511_C16	alpha
1001200511_C3	alpha
1001200511_C4	alpha
1001200511_C7	beta
1001200511_C8	beta
1001200511_D11	beta
1001200511_D12	alpha
1001200511_D13	alpha
1001200511_D14	beta
1001200511_D15	alpha
1001200511_D16	alpha_mt
1001200511_D2	alpha
1001200511_D3	alpha
1001200511_D4	alpha
1001200511_D5	alpha
1001200511_D7	alpha
1001200511_D9	beta
1001200511_E1	alpha
1001200511_E10	alpha
1001200511_E11	alpha
1001200511_E13	alpha
1001200511_E14	alpha
1001200511_E15	beta
1001200511_E19	alpha_mt
1001200511_E2	alpha
1001200511_E9	alpha
1001200511_F1	beta
1001200511_F10	alpha
1001200511_F13	beta
1001200511_F14	gamma
1001200511_F15	alpha
1001200511_F18	alpha_mt
1001200511_F2	beta
1001200511_F4	alpha
1001200511_F5	alpha
1001200511_F7	alpha
1001200511_F8	alpha
1001200511_G10	alpha
1001200511_G11	alpha
1001200511_G12	alpha
1001200511_G13	alpha
1001200511_G14	alpha
1001200511_G16	alpha
1001200511_G2	beta
1001200511_G3	alpha
1001200511_G6	alpha
1001200511_G7	alpha
1001200511_G8	alpha
1001200511_H1	beta
1001200511_H10	beta
1001200511_H11	alpha
1001200511_H13	alpha
1001200511_H14	alpha
1001200511_H15	alpha
1001200511_H5	alpha
1001200511_H6	alpha
1001200511_H7	alpha
1001200511_H8	beta
1001200511_H9	alpha
1001200511_I10	alpha
1001200511_I11	alpha
1001200511_I12	alpha
1001200511_I14	alpha
1001200511_I16	alpha
1001200511_I2	alpha
1001200511_I3	alpha
1001200511_I4	alpha
1001200511_I5	beta
1001200511_I6	beta
1001200511_I7	alpha
1001200511_J10	alpha
1001200511_J11	gamma
1001200511_J12	alpha
1001200511_J13	gamma
1001200511_J14	alpha
1001200511_J15	alpha
1001200511_J16	beta
1001200511_J2	beta
1001200511_J3	alpha
1001200511_J4	alpha
1001200511_J5	beta
1001200511_J6	alpha
1001200511_J8	alpha
1001200511_J9	beta
1001200511_K1	alpha
1001200511_K11	beta
1001200511_K12	alpha
1001200511_K13	beta
1001200511_K16	alpha
1001200511_K2	beta
1001200511_K3	alpha
1001200511_K6	alpha
1001200511_K7	alpha
1001200511_K8	alpha
1001200511_K9	alpha
1001200511_L11	alpha
1001200511_L12	alpha
1001200511_L13	alpha
1001200511_L14	alpha
1001200511_L2	alpha
1001200511_L3	alpha
1001200511_L6	alpha
1001200511_L7	alpha
1001200511_L8	alpha
1001200511_M1	beta
1001200511_M12	alpha
1001200511_M13	alpha
1001200511_M15	alpha
1001200511_M16	alpha
1001200511_M4	alpha
1001200511_M7	alpha
1001200511_M8	alpha
1001200511_N1	gamma
1001200511_N10	alpha
1001200511_N11	beta
1001200511_N12	beta
1001200511_N13	alpha
1001200511_N14	alpha
1001200511_N15	alpha
1001200511_N16	alpha
1001200511_N2	alpha
1001200511_N5	beta
1001200511_N7	alpha
1001200511_N8	beta
1001200511_O12	alpha
1001200511_O13	alpha
1001200511_O2	alpha
1001200511_O4	alpha
1001200511_O5	alpha
1001200511_O6	alpha
1001200511_O8	alpha
1001200511_P10	beta
1001200511_P12	alpha
1001200511_P13	alpha
1001200511_P14	beta
1001200511_P2	alpha
1001200511_P3	alpha_mt
1001200511_P9	alpha
1001200514_A1	beta
1001200514_A2	beta
1001200514_A3	beta
1001200514_A4	alpha
1001200514_A5	alpha
1001200514_A6	delta
1001200514_A7	beta
1001200514_A8	alpha
1001200514_A9	beta
1001200514_B1	alpha
1001200514_B10	alpha
1001200514_B12	alpha
1001200514_B13	alpha
1001200514_B14	alpha
1001200514_B15	alpha
1001200514_B16	alpha
1001200514_B17	alpha
1001200514_B18	alpha
1001200514_B2	alpha
1001200514_B20	alpha
1001200514_B3	alpha
1001200514_B4	alpha
1001200514_B6	alpha
1001200514_B7	endocrine
1001200514_B8	beta
1001200514_B9	alpha
1001200514_C1	alpha
1001200514_C10	alpha
1001200514_C11	alpha
1001200514_C12	alpha
1001200514_C14	alpha
1001200514_C15	alpha
1001200514_C16	alpha
1001200514_C17	alpha
1001200514_C18	alpha
1001200514_C19	beta
1001200514_C2	alpha
1001200514_C20	endocrine
1001200514_C3	endocrine
1001200514_C4	alpha
1001200514_C5	beta
1001200514_C6	beta
1001200514_C7	beta
1001200514_C8	beta
1001200514_C9	alpha
1001200514_D1	alpha
1001200514_D10	alpha
1001200514_D11	alpha
1001200514_D13	alpha
1001200514_D14	alpha
1001200514_D15	alpha
1001200514_D16	alpha
1001200514_D17	alpha
1001200514_D18	alpha
1001200514_D19	beta
1001200514_D2	beta
1001200514_D20	alpha
1001200514_D3	alpha
1001200514_D5	alpha
1001200514_D6	alpha
1001200514_D7	alpha
1001200514_D8	beta
1001200514_D9	gamma
1001200514_E1	alpha
1001200514_E10	alpha
1001200514_E11	alpha
1001200514_E13	alpha
1001200514_E14	alpha
1001200514_E15	alpha
1001200514_E16	alpha
1001200514_E17	alpha
1001200514_E19	endocrine
1001200514_E2	alpha
1001200514_E20	endocrine
1001200514_E3	alpha
1001200514_E4	alpha
1001200514_E5	beta
1001200514_E6	alpha
1001200514_E7	beta
1001200514_E8	alpha
1001200514_E9	alpha
1001200514_F1	alpha
1001200514_F11	alpha
1001200514_F12	alpha
1001200514_F14	alpha
1001200514_F15	alpha
1001200514_F17	alpha
1001200514_F18	alpha
1001200514_F19	beta
1001200514_F2	alpha
1001200514_F20	alpha
1001200514_F3	alpha
1001200514_F4	endocrine
1001200514_F5	alpha
1001200514_F6	alpha
1001200514_F8	alpha
1001200514_F9	alpha
1001200514_G1	beta
1001200514_G11	alpha
1001200514_G12	alpha
1001200514_G14	alpha
1001200514_G15	alpha
1001200514_G18	alpha
1001200514_G19	alpha_mt
1001200514_G2	alpha
1001200514_G20	alpha_mt
1001200514_G3	beta
1001200514_G4	beta
1001200514_G5	alpha
1001200514_G6	alpha
1001200514_G7	alpha_mt
1001200514_G8	alpha
1001200514_G9	alpha
1001200514_H1	alpha
1001200514_H10	alpha
1001200514_H11	alpha
1001200514_H12	alpha
1001200514_H13	alpha
1001200514_H14	alpha
1001200514_H16	alpha
1001200514_H17	alpha
1001200514_H18	alpha
1001200514_H2	alpha
1001200514_H3	alpha
1001200514_H4	beta
1001200514_H5	alpha
1001200514_H6	alpha
1001200514_H8	beta
1001200514_H9	alpha
1001200514_I1	alpha
1001200514_I10	alpha
1001200514_I11	alpha
1001200514_I12	alpha
1001200514_I14	alpha
1001200514_I15	alpha
1001200514_I16	alpha
1001200514_I18	alpha
1001200514_I19	endocrine
1001200514_I2	alpha
1001200514_I20	endocrine
1001200514_I3	endocrine
1001200514_I5	alpha
1001200514_I6	alpha
1001200514_I7	alpha
1001200514_I8	alpha
1001200514_I9	alpha
1001200514_J1	alpha
1001200514_J10	alpha
1001200514_J11	alpha
1001200514_J12	alpha
1001200514_J14	alpha
1001200514_J15	alpha
1001200514_J16	alpha
1001200514_J18	alpha
1001200514_J2	alpha
1001200514_J20	alpha
1001200514_J3	alpha
1001200514_J4	alpha
1001200514_J5	alpha
1001200514_J6	alpha
1001200514_J7	alpha
1001200514_J8	alpha
1001200514_J9	alpha
1001200514_K1	beta
1001200514_K11	alpha
1001200514_K12	alpha
1001200514_K13	alpha
1001200514_K14	alpha
1001200514_K15	alpha
1001200514_K16	alpha
1001200514_K17	alpha
1001200514_K18	alpha
1001200514_K19	delta
1001200514_K2	beta
1001200514_K3	alpha
1001200514_K4	endocrine
1001200514_K5	alpha
1001200514_K6	alpha
1001200514_K7	alpha
1001200514_K8	alpha_mt
1001200514_L1	alpha
1001200514_L10	alpha
1001200514_L12	alpha
1001200514_L13	alpha
1001200514_L14	alpha
1001200514_L15	alpha
1001200514_L16	alpha
1001200514_L18	alpha
1001200514_L2	alpha
1001200514_L20	alpha
1001200514_L4	alpha
1001200514_L5	alpha
1001200514_L6	alpha
1001200514_L7	alpha
1001200514_L8	alpha
1001200514_L9	alpha
1001200514_M10	gamma
1001200514_M11	alpha
1001200514_M12	alpha
1001200514_M13	alpha
1001200514_M15	alpha
1001200514_M16	alpha
1001200514_M17	alpha
1001200514_M18	alpha
1001200514_M19	beta
1001200514_M2	alpha
1001200514_M20	alpha
1001200514_M3	alpha
1001200514_M4	alpha
1001200514_M5	beta
1001200514_M6	alpha
1001200514_M7	alpha
1001200514_M8	alpha
1001200514_M9	alpha
1001200514_N1	alpha
1001200514_N10	alpha
1001200514_N11	alpha
1001200514_N12	alpha
1001200514_N13	alpha
1001200514_N14	alpha
1001200514_N15	alpha
1001200514_N16	alpha
1001200514_N17	alpha
1001200514_N19	delta
1001200514_N2	alpha
1001200514_N20	endocrine
1001200514_N3	alpha
1001200514_N4	alpha
1001200514_N5	alpha
1001200514_N6	alpha
1001200514_N7	beta
1001200514_N8	alpha
1001200514_N9	alpha
1001200514_O1	beta
1001200514_O11	alpha
1001200514_O12	alpha
1001200514_O13	alpha
1001200514_O14	alpha
1001200514_O15	alpha
1001200514_O16	alpha
1001200514_O17	alpha
1001200514_O19	endocrine
1001200514_O2	beta
1001200514_O20	alpha
1001200514_O3	beta
1001200514_O5	alpha
1001200514_O6	alpha
1001200514_O7	alpha
1001200514_O8	alpha
1001200514_O9	alpha
1001200514_P1	alpha
1001200514_P10	alpha
1001200514_P11	alpha
1001200514_P12	alpha
1001200514_P13	alpha
1001200514_P14	alpha
1001200514_P15	alpha
1001200514_P17	alpha
1001200514_P18	alpha
1001200514_P2	alpha
1001200514_P20	alpha
1001200514_P3	alpha
1001200514_P4	alpha
1001200514_P5	alpha
1001200514_P6	alpha
1001200514_P7	alpha
1001200514_P8	alpha
1001200514_P9	alpha
1001200515_A1	alpha_mt
1001200515_A10	endocrine
1001200515_A12	alpha
1001200515_A13	alpha
1001200515_A14	alpha
1001200515_A15	alpha
1001200515_A16	alpha
1001200515_A17	alpha
1001200515_A19	alpha
1001200515_A20	alpha
1001200515_A4	alpha_mt
1001200515_A5	gamma
1001200515_A7	delta
1001200515_A8	alpha_mt
1001200515_B10	endocrine
1001200515_B12	alpha_mt
1001200515_B13	beta
1001200515_B14	alpha
1001200515_B16	beta
1001200515_B17	alpha
1001200515_B18	endocrine
1001200515_B19	alpha
1001200515_B20	alpha
1001200515_B4	alpha_mt
1001200515_B8	alpha_mt
1001200515_C1	alpha_mt
1001200515_C10	alpha
1001200515_C11	alpha_mt
1001200515_C12	endocrine
1001200515_C14	beta
1001200515_C15	beta
1001200515_C16	alpha
1001200515_C19	alpha
1001200515_C20	alpha
1001200515_C3	alpha_mt
1001200515_C4	endocrine
1001200515_C5	endocrine
1001200515_C7	alpha_mt
1001200515_C9	alpha_mt
1001200515_D1	alpha_mt
1001200515_D10	alpha_mt
1001200515_D12	alpha
1001200515_D13	beta
1001200515_D17	alpha
1001200515_D19	alpha
1001200515_D20	alpha
1001200515_D3	alpha_mt
1001200515_D4	alpha_mt
1001200515_D5	alpha_mt
1001200515_D7	alpha_mt
1001200515_D8	gamma
1001200515_E1	alpha_mt
1001200515_E10	endocrine
1001200515_E14	alpha
1001200515_E16	beta
1001200515_E17	alpha
1001200515_E18	alpha
1001200515_E19	alpha
1001200515_E20	alpha
1001200515_E3	alpha_mt
1001200515_E4	alpha_mt
1001200515_E8	endocrine
1001200515_E9	alpha_mt
1001200515_F1	alpha_mt
1001200515_F10	beta
1001200515_F12	endocrine
1001200515_F13	alpha
1001200515_F14	alpha_mt
1001200515_F15	beta
1001200515_F16	beta
1001200515_F18	alpha
1001200515_F19	alpha
1001200515_F2	alpha_mt
1001200515_F20	alpha
1001200515_F3	alpha_mt
1001200515_F4	alpha_mt
1001200515_F5	endocrine
1001200515_F6	alpha_mt
1001200515_F8	gamma
1001200515_F9	alpha_mt
1001200515_G1	delta
1001200515_G13	alpha
1001200515_G14	beta
1001200515_G15	gamma
1001200515_G16	beta
