	tSNE1	tSNE2
1001200617_B10	-12.185736	-56.333885
1001200617_B11	16.078823	14.409579
1001200617_B12	15.874164	24.863678
1001200617_B6	-24.535965	21.573622
1001200617_B7	11.144496	16.70599
1001200617_B9	-2.0654545	-60.76759
1001200617_C11	17.62682	6.085898
1001200617_C12	20.74446	22.864746
1001200617_C9	24.07475	30.898788
1001200617_D10	7.899454	23.825136
1001200617_D11	24.126883	1.5241095
1001200617_D12	37.548096	25.208113
1001200617_D6	-2.4750195	14.07986
1001200617_D7	-1.0996962	-56.118057
1001200617_D9	14.597015	5.50159
1001200617_E10	-30.146433	0.12869912
1001200617_E11	0.41410992	-59.01844
1001200617_E12	21.350698	17.179882
1001200617_E6	-16.621124	21.640594
1001200617_E7	-26.05847	6.507454
1001200617_E9	-6.0930247	-59.399975
1001200617_F10	2.1265607	25.338194
1001200617_F11	-3.534127	-37.725525
1001200617_F12	29.08598	24.225681
1001200617_F6	11.407935	15.544316
1001200617_F7	-15.271195	20.64563
1001200617_F9	24.149837	30.708515
1001200617_G12	37.32518	19.103811
1001200617_G6	-14.342976	19.519821
1001200617_G7	-16.157173	18.428347
1001200617_G9	21.670107	29.086964
1001200617_H10	16.067972	-14.132309
1001200617_H11	19.017279	11.836927
1001200617_H7	-4.340223	25.454779
1001200618_A1	0.80220354	20.374456
1001200618_A10	-31.664967	-4.4023786
1001200618_A11	26.97209	12.323929
1001200618_A12	-15.996883	-43.6414
1001200618_A2	-0.0031456756	-64.21195
1001200618_A3	26.815432	25.010954
1001200618_A4	39.707172	22.042276
1001200618_A5	-17.176207	-37.1057
1001200618_A6	-16.577168	-37.630524
1001200618_B1	-7.5867224	8.912427
1001200618_B10	-10.236859	25.24222
1001200618_B11	11.457277	24.311502
1001200618_B2	3.4665763	-60.58389
1001200618_B3	17.873985	-14.723897
1001200618_B4	-11.1466675	-55.705547
1001200618_B5	19.078186	-17.19327
1001200618_B6	-17.116915	-37.357365
1001200618_C1	26.147707	26.713247
1001200618_C12	-7.9323378	3.5459652
1001200618_C2	17.240715	-15.62988
1001200618_C4	19.263826	-15.0382595
1001200618_C5	-13.603213	-28.58507
1001200618_C6	36.27083	28.395626
1001200618_C9	-2.671103	13.711587
1001200618_D1	29.453424	17.277637
1001200618_D10	-17.94781	1.1686971
1001200618_D11	-17.494349	17.838133
1001200618_D12	-8.854067	18.58696
1001200618_D2	-8.15674	-56.722717
1001200618_D5	19.674477	-19.349215
1001200618_D6	19.679335	-19.35457
1001200618_D9	6.298042	5.878295
1001200618_E1	-14.575799	-57.9906
1001200618_E10	-13.552344	4.786203
1001200618_E11	23.46014	29.79322
1001200618_E12	25.274971	26.338758
1001200618_E3	17.0186	-14.321234
1001200618_E4	-16.620138	-56.4906
1001200618_E5	-19.338036	-37.975197
1001200618_E6	-13.976227	-30.32906
1001200618_E9	-16.577143	-3.207654
1001200618_F10	-17.050468	19.119251
1001200618_F11	-8.221208	29.769592
1001200618_F12	9.363357	16.841661
1001200618_F4	18.246271	-15.59678
1001200618_F5	18.390451	-17.954039
1001200618_G1	27.860518	1.5576174
1001200618_G10	-12.718544	34.396988
1001200618_G11	25.758766	28.451927
1001200618_G12	28.113937	29.487764
1001200618_G3	16.347267	-13.325052
1001200618_G4	18.94628	-15.759307
1001200618_G5	17.988293	-17.87717
1001200618_G6	-15.117586	-42.438877
1001200618_G9	-9.203044	24.841436
1001200618_H1	20.676212	32.8645
1001200618_H11	-25.41074	23.209225
1001200618_H3	18.605852	-15.155815
1001200618_H4	24.145826	32.538372
1001200618_H9	-19.105293	18.866451
1001200619_A1	-5.2069	23.115541
1001200619_A10	37.013615	21.382692
1001200619_A4	-19.886911	33.444836
1001200619_A5	-19.048729	32.864296
1001200619_A6	30.561016	17.282925
1001200619_A7	-2.77669	-38.104603
1001200619_A8	-21.065323	33.213104
1001200619_A9	-14.189545	36.062874
1001200619_B1	28.239414	29.468353
1001200619_B10	4.1680384	-21.46457
1001200619_B11	9.584688	22.800446
1001200619_B4	26.145533	7.8446016
1001200619_B5	-11.205022	27.48388
1001200619_B6	-15.198156	-59.37576
1001200619_B7	33.78793	18.320667
1001200619_B8	-7.2969327	28.016096
1001200619_B9	-15.77274	-57.884502
1001200619_C10	38.838455	23.801926
1001200619_C11	-3.4536972	-55.172733
1001200619_C4	-14.510464	22.460667
1001200619_C5	-4.3355465	32.9535
1001200619_C7	-9.441864	32.27417
1001200619_C8	23.204746	23.120506
1001200619_D1	-9.038661	-56.635605
1001200619_D10	34.914326	26.572227
1001200619_D11	7.7188535	21.945488
1001200619_D5	-16.759413	32.48956
1001200619_D6	2.2756705	-61.626263
1001200619_D8	19.19156	27.20733
1001200619_D9	-12.47166	-57.86308
1001200619_E1	26.397936	25.919424
1001200619_E10	-20.258709	-49.04252
1001200619_E11	-3.4909446	-55.89881
1001200619_E5	-4.765818	-56.76192
1001200619_E7	-11.439462	-57.294086
1001200619_E9	-14.301476	-56.921883
1001200619_F1	-6.011274	19.463263
1001200619_F10	-17.900986	31.324112
1001200619_F11	-4.961739	-56.816013
1001200619_F4	-19.616226	30.536102
1001200619_F5	-13.915185	-52.993763
1001200619_F6	3.9057631	-56.36896
1001200619_F7	19.116974	27.665627
1001200619_F8	31.021383	11.563887
1001200619_F9	-11.739378	-61.288795
1001200619_G1	10.14674	15.609579
1001200619_G10	36.26305	16.312859
1001200619_G11	15.211151	13.199344
1001200619_G4	0.65337086	32.37389
1001200619_G5	-0.49479368	21.645136
1001200619_G6	17.623888	31.94405
1001200619_G7	-7.2955	-63.99804
1001200619_G8	-15.723592	-61.575558
1001200619_G9	36.62234	20.378391
1001200619_H11	-9.577695	4.112275
1001200619_H4	-22.21273	31.338543
1001200619_H5	17.524237	30.84567
1001200619_H6	-12.887628	-61.773956
1001200619_H9	34.36732	22.888498
1001200620_A10	-11.398266	-0.19237109
1001200620_A12	28.123844	15.729865
1001200620_A4	11.779269	5.1998706
1001200620_A5	-22.295952	25.223814
1001200620_A7	5.492001	-54.072056
1001200620_A8	9.025146	26.098085
1001200620_A9	21.260637	28.882921
1001200620_B11	14.43777	21.066616
1001200620_B12	26.84354	11.559085
1001200620_B4	5.6950755	20.216564
1001200620_B5	-3.044269	21.542625
1001200620_B6	-1.5332857	21.31431
1001200620_B7	-20.249865	29.091022
1001200620_B8	-1.5873563	21.14481
1001200620_B9	23.744225	5.659515
1001200620_C10	37.302788	14.962158
1001200620_C11	25.623592	19.665075
1001200620_C12	27.410692	20.519115
1001200620_C4	-6.085007	18.080359
1001200620_C5	0.62735486	17.95755
1001200620_C6	-8.313552	31.61847
1001200620_C8	19.461138	25.523111
1001200620_C9	0.71445954	17.2528
1001200620_D10	28.968142	17.77141
1001200620_D11	35.515644	13.238261
1001200620_D12	38.096294	24.48593
1001200620_D4	-17.46232	20.804586
1001200620_D6	13.584785	19.25875
1001200620_D7	13.289364	20.025108
1001200620_D8	19.57896	4.454051
1001200620_E11	33.060406	20.900452
1001200620_E12	11.115992	19.654116
1001200620_E4	8.556441	22.779537
1001200620_E5	9.06793	21.32591
1001200620_E6	-25.501772	22.565996
1001200620_E7	-6.3990846	27.995388
1001200620_E8	14.2218	4.205131
1001200620_E9	10.067771	20.816984
1001200620_F11	24.695286	25.992437
1001200620_F12	27.063162	9.532905
1001200620_F5	4.5980268	9.532611
1001200620_F7	-0.85542446	18.704285
1001200620_F8	16.999947	3.6793997
1001200620_F9	19.347633	20.33137
1001200620_G10	20.32328	15.430696
1001200620_G11	27.954039	18.292173
1001200620_G12	15.4310665	3.5603201
1001200620_G4	-7.7612276	32.63887
1001200620_G5	1.1160469	19.131546
1001200620_G7	8.66929	21.514772
1001200620_G8	4.3351603	24.988977
1001200620_G9	18.526882	21.288599
1001200620_H10	23.73954	16.015938
1001200620_H11	24.06505	19.40705
1001200620_H4	-15.871199	29.252403
1001200620_H5	5.544114	21.890514
1001200620_H6	-20.50799	5.599954
1001200620_H8	14.085641	17.248749
1001200621_A1	26.157194	13.190559
1001200621_A10	19.665615	21.538712
1001200621_A11	28.161877	6.355384
1001200621_A12	16.691261	15.493701
1001200621_A2	25.123163	17.87625
1001200621_A3	24.255194	18.672342
1001200621_A7	3.620485	11.90063
1001200621_A8	-5.7022305	24.48732
1001200621_A9	7.7040935	25.98089
1001200621_B1	-9.768657	-55.63803
1001200621_B10	-2.299286	-53.514442
1001200621_B11	16.584642	26.042799
1001200621_B12	3.416851	-20.548054
1001200621_B2	29.630552	15.44914
1001200621_B3	23.660563	24.550888
1001200621_B8	-11.699381	-35.45523
1001200621_B9	12.826748	-50.078968
1001200621_C1	33.849022	16.16134
1001200621_C10	-6.0292845	-60.949703
1001200621_C12	4.6795883	-20.53791
1001200621_C2	15.363804	6.247688
1001200621_C3	26.133984	18.091206
1001200621_C7	8.189951	15.826982
1001200621_C8	-7.644433	-53.921196
1001200621_C9	25.940054	23.262875
1001200621_D1	18.43818	18.951431
1001200621_D10	17.810843	21.188375
1001200621_D11	31.701189	25.223793
1001200621_D2	21.518448	20.117868
1001200621_D3	20.116938	23.005598
1001200621_D7	-11.552192	-34.55909
1001200621_D8	-23.959826	21.693865
1001200621_D9	-7.229256	-55.756187
1001200621_E1	24.288128	-0.20636077
1001200621_E10	26.809984	15.89081
1001200621_E11	26.335083	18.641386
1001200621_E12	4.110297	-19.978968
1001200621_E2	32.15381	18.177786
1001200621_E3	25.144867	15.332638
1001200621_E7	-24.197462	21.975824
1001200621_E8	5.715599	20.267767
1001200621_E9	-11.7571745	-36.43758
1001200621_F1	28.39941	22.421167
1001200621_F10	19.221909	24.437792
1001200621_F11	30.956419	11.617695
1001200621_F12	17.130436	13.919119
1001200621_F2	26.725033	20.595102
1001200621_F3	34.46815	12.096694
1001200621_F7	-15.10046	15.040425
1001200621_F8	-13.725759	-59.65074
1001200621_F9	19.976797	20.409822
1001200621_G1	4.060901	-22.227802
1001200621_G10	8.0439625	19.259249
1001200621_G11	31.871532	24.330322
1001200621_G12	24.423891	15.401655
1001200621_G2	-0.6393882	14.117446
1001200621_G3	38.265312	15.5434
1001200621_G7	6.4753003	14.186509
1001200621_G8	-6.8144197	-55.916237
1001200621_G9	8.7018175	26.267086
1001200621_H1	21.285378	30.798231
1001200621_H11	18.850203	28.408014
1001200621_H2	11.924288	22.17414
1001200621_H3	20.72207	3.9968538
1001200621_H7	-6.507445	-54.05226
1001200621_H9	-7.1085086	-53.20858
1001200622_A1	26.467003	19.345074
1001200622_A10	-8.298792	30.264812
1001200622_A11	0.19334936	25.900967
1001200622_A12	23.64038	31.439175
1001200622_A2	18.46454	11.552517
1001200622_A3	29.94531	22.81514
1001200622_A4	33.817566	20.335
1001200622_A9	-10.57393	15.973046
1001200622_B10	-14.966895	33.300877
1001200622_B11	-1.7574071	31.816425
1001200622_B12	-9.966627	-54.696995
1001200622_B2	8.315235	9.705011
1001200622_B3	-16.694231	-58.580345
1001200622_B4	-18.93598	-48.805885
1001200622_B9	13.225963	16.821924
1001200622_C10	-16.223454	34.15906
1001200622_C11	16.526655	6.668608
1001200622_C12	21.362503	26.1108
1001200622_C2	25.0547	21.04001
1001200622_C3	20.564863	32.951294
1001200622_C4	31.943447	26.559626
1001200622_C9	-12.559628	17.871616
1001200622_D1	29.414417	20.299084
1001200622_D10	-5.7192917	26.440128
1001200622_D11	22.056005	6.1846275
1001200622_D12	-3.59288	-52.373302
1001200622_D2	21.447763	15.521251
1001200622_D3	2.0277307	17.926685
1001200622_D4	-19.40667	-48.582027
1001200622_D9	-13.689369	22.874697
1001200622_E1	-13.217908	-28.689528
1001200622_E10	-12.492572	18.072033
1001200622_E11	-5.1362247	-50.4765
1001200622_E12	-3.7809227	-59.481003
1001200622_E2	24.365917	5.5713887
1001200622_E3	-0.9962185	-52.695526
1001200622_E4	29.151815	19.43248
1001200622_F1	22.672686	12.861047
1001200622_F10	-11.914362	24.76852
1001200622_F11	29.565834	15.465912
1001200622_F12	1.4568988	-54.00828
1001200622_F2	6.889297	23.765024
1001200622_F4	8.403759	-55.695305
1001200622_F9	35.642044	5.7507205
1001200622_G1	30.20789	20.293367
1001200622_G10	-17.374369	27.05966
1001200622_G11	-9.507302	-52.080173
1001200622_G12	36.060337	24.23578
1001200622_G2	21.483639	16.154024
1001200622_G3	27.82281	17.291622
1001200622_G4	30.83692	17.331692
1001200622_G9	-7.2863755	25.029907
1001200622_H1	31.550915	21.210276
1001200622_H10	-25.076965	19.854017
1001200622_H11	31.149197	15.492495
1001200622_H2	29.753298	14.165092
1001200622_H3	32.6022	25.494055
1001200622_H4	19.916193	12.26297
1001200622_H9	-19.078678	9.274314
1001200623_A1	36.23147	14.454479
1001200623_A2	32.803143	22.905806
1001200623_A3	29.549568	14.250165
1001200623_A4	-1.7587777	28.164345
1001200623_A5	9.90445	-55.528168
1001200623_A6	0.4927601	10.776938
1001200623_A7	36.88243	16.152956
1001200623_A8	-28.510801	-3.4768543
1001200623_B1	-15.195197	-43.41266
1001200623_B2	15.065178	27.212416
1001200623_B4	-19.380938	30.332722
1001200623_B5	2.5140934	14.078609
1001200623_B6	4.840267	-18.711548
1001200623_B7	28.891489	9.608562
1001200623_B8	-0.06528891	21.511284
1001200623_C1	23.394562	4.493871
1001200623_C2	-6.757361	-62.127827
1001200623_C3	25.233479	13.099566
1001200623_C4	14.929486	19.049719
1001200623_C5	15.674387	11.753312
1001200623_C6	22.709845	3.5989506
1001200623_C7	16.36897	27.48334
1001200623_C8	5.1089444	-57.592594
1001200623_D1	13.646472	24.371838
1001200623_D2	24.428005	27.061497
1001200623_D4	-11.708531	9.11401
1001200623_D5	23.192566	9.176747
1001200623_D6	36.955696	6.6885333
1001200623_D7	26.484846	22.387102
1001200623_D8	25.064545	0.8417938
1001200623_E1	35.935806	17.682663
1001200623_E2	21.21142	26.181652
1001200623_E3	0.8395701	29.484503
1001200623_E4	-18.826818	27.37643
1001200623_E5	-18.889236	28.938087
1001200623_E6	20.967997	6.8800993
1001200623_E7	25.551077	-0.7475548
1001200623_E8	14.37865	29.348173
1001200623_F1	-9.836695	35.835186
1001200623_F2	-0.7629696	-62.43794
1001200623_F3	-17.29191	33.638046
1001200623_F4	-15.137765	28.389793
1001200623_F5	2.9863427	15.260894
1001200623_F6	17.88153	5.075617
1001200623_F7	3.0996213	-55.25413
1001200623_F8	35.713013	14.975771
1001200623_G1	30.037632	18.514072
1001200623_G2	30.039886	21.47571
1001200623_G3	-16.155111	24.808107
1001200623_G4	4.373258	12.849208
1001200623_G5	-17.839403	28.515707
1001200623_G6	24.791075	4.8857126
1001200623_G7	39.01577	12.566912
1001200623_G8	-13.005768	-57.717808
1001200623_H3	24.75084	9.315482
1001200623_H4	15.785278	10.437102
1001200623_H5	-20.86149	27.03628
1001200623_H6	10.72396	-53.078693
1001200623_H7	-2.1607552	-55.356266
