	tSNE1	tSNE2
1001200618_C4	14.145081	20.365429
1001200618_C5	-15.868217	30.74297
1001200618_C6	21.67731	-31.309628
1001200618_C9	-12.840444	-10.063922
1001200618_D1	38.157635	-23.71424
1001200618_D10	-21.346485	-3.4729495
1001200618_D11	4.5400205	4.3410416
1001200618_D12	8.206815	-8.507999
1001200618_D2	-31.202234	40.828438
1001200618_D5	12.093808	20.973291
1001200618_D6	11.784869	20.849586
1001200618_D9	-10.686059	-14.189969
1001200618_E1	-35.31389	44.481236
1001200618_E10	-13.438344	-9.088684
1001200618_E11	28.864103	-34.735516
1001200618_E12	27.745852	-31.14203
1001200618_E3	13.793876	17.947054
1001200618_E4	-32.57897	50.243538
1001200618_E5	-16.61114	32.789734
1001200618_E9	36.153656	-4.2602
1001200618_F10	-4.115407	-6.753713
1001200618_F11	0.5493022	-19.056128
1001200618_F12	13.194328	-12.987795
1001200618_F4	13.738399	19.318558
1001200618_F5	11.786841	20.318382
1001200618_G1	42.149715	-12.259531
1001200618_G10	1.934378	-0.69608694
1001200618_G11	27.692724	-32.904835
1001200618_G12	25.681677	-31.79271
1001200618_G3	14.768848	15.462163
1001200618_G4	13.226048	19.950712
1001200618_G5	11.812212	19.721684
1001200618_G9	6.7582774	3.2361805
1001200618_H1	23.100986	-33.954067
1001200618_H11	1.8914231	4.5152874
1001200618_H3	13.623345	19.87752
1001200618_H4	26.427797	-34.430428
1001200618_H9	4.7437344	2.197778
1001200619_A1	7.4243917	-10.46128
1001200619_A10	37.751003	-30.371445
1001200619_A4	4.324512	-21.016497
1001200619_A5	4.437549	-22.638382
1001200619_A6	34.855274	-25.251438
1001200619_A8	-1.5112147	4.395697
1001200619_A9	5.5327835	-0.57232
1001200619_B1	26.033676	-31.888857
1001200619_B10	-1.5588171	27.330248
1001200619_B4	30.107618	-16.89875
1001200619_B5	5.241966	-10.647951
1001200619_B6	-32.671013	48.80192
1001200619_B8	6.7658324	-17.517693
1001200619_B9	-31.233364	48.790615
1001200619_C10	38.75556	-31.995302
1001200619_C4	1.0905049	-14.289311
1001200619_C5	6.247771	-7.1109424
1001200619_C8	31.447441	-24.777575
1001200619_D1	-31.319365	38.580025
1001200619_D10	32.629406	-31.782873
1001200619_D5	6.008958	-20.618252
1001200619_D6	-39.395603	26.340755
1001200619_D8	22.297771	-27.932322
1001200619_D9	-33.838	41.802185
1001200619_E1	28.62074	-31.74932
1001200619_E10	-28.281149	48.80284
1001200619_E5	-42.130997	38.21273
1001200619_E9	-35.636707	43.35496
1001200619_F1	-2.7080357	-10.838925
1001200619_F4	7.2379723	-19.871025
1001200619_F5	-34.805443	46.932087
1001200619_F6	-41.991394	31.015917
1001200619_F8	40.925594	-24.133812
1001200619_F9	-33.821552	45.35189
1001200619_G1	27.41646	-13.558505
1001200619_G4	11.900935	-24.555298
1001200619_G5	14.015147	-19.77631
1001200619_G6	22.31084	-32.30359
1001200619_G8	-36.487595	30.54112
1001200619_G9	38.1309	-27.883099
1001200619_H4	0.055194877	3.2238069
1001200619_H5	22.419838	-30.202126
1001200619_H6	-36.48006	28.043772
1001200619_H9	39.02088	-29.071127
1001200620_A10	39.625645	-5.3644204
1001200620_A12	38.07869	-20.019703
1001200620_A4	22.047565	-7.355685
1001200620_A5	-1.0139068	4.882903
1001200620_A7	-38.123497	35.108837
1001200620_A8	14.0064335	-14.159685
1001200620_B11	29.467567	-10.199549
1001200620_B12	32.556152	-11.395308
1001200620_B4	10.850452	-11.249157
1001200620_B5	11.837676	-10.218411
1001200620_B6	10.811598	-11.186439
1001200620_B7	4.4860864	-20.435253
1001200620_B8	14.70039	-8.167216
1001200620_C10	43.793587	-31.516241
1001200620_C11	32.68735	-25.873026
1001200620_C12	41.65968	-23.470549
1001200620_C4	0.08084533	-9.116259
1001200620_C5	17.805145	-13.024597
1001200620_C6	0.78267264	-18.620752
1001200620_C8	23.292362	-28.187004
1001200620_D10	35.460453	-28.125032
1001200620_D11	42.99322	-24.074461
1001200620_D12	37.72117	-32.365425
1001200620_D4	4.067966	-5.0246053
1001200620_D6	27.408703	-18.447811
1001200620_D7	22.431953	-13.515592
1001200620_D8	35.720646	-8.791698
1001200620_E11	34.941505	-30.065203
1001200620_E12	23.73052	-13.488033
1001200620_E4	18.517336	-14.880429
1001200620_E5	20.367863	-16.888815
1001200620_E6	1.3131936	4.4394126
1001200620_E7	6.064175	-16.589396
1001200620_E8	24.534054	-7.9305873
1001200620_F11	30.965061	-28.962488
1001200620_F12	36.552822	-11.769632
1001200620_F5	34.304474	-6.987294
1001200620_F7	19.397821	-1.08924
1001200620_F8	26.405338	-8.610228
1001200620_G10	33.86534	-19.235332
1001200620_G11	38.115734	-21.542282
1001200620_G12	36.037422	-7.42359
1001200620_G4	7.8245697	1.2076201
1001200620_G5	19.512272	-13.435898
1001200620_G7	21.364313	-14.676765
1001200620_G8	7.880312	-18.908947
1001200620_H10	41.700184	-21.064291
1001200620_H11	39.501152	-17.593838
1001200620_H4	6.8594246	-19.881016
1001200620_H5	3.6614566	-16.239431
1001200620_H6	-12.458934	-4.4211245
1001200620_H8	27.657812	-17.042582
1001200621_A1	30.878065	-19.001787
1001200621_A10	28.726654	-17.408697
1001200621_A11	38.599316	-14.842416
1001200621_A12	22.560717	-22.739643
1001200621_A2	41.66897	-16.862108
1001200621_A3	32.89087	-11.041476
1001200621_A7	15.865007	-7.3539033
1001200621_A8	2.7720497	-15.139149
1001200621_A9	1.7055732	-16.870935
1001200621_B1	-30.835218	39.07909
1001200621_B10	-36.131645	37.99927
1001200621_B11	23.869947	-23.78754
1001200621_B12	-0.742111	26.197853
1001200621_B2	33.738	-21.81864
1001200621_B3	31.34086	-26.83579
1001200621_B8	-20.981092	32.8359
1001200621_B9	-48.63166	26.013218
1001200621_C1	41.705143	-33.298077
1001200621_C10	-36.520294	37.621582
1001200621_C12	-2.3654537	26.790918
1001200621_C2	31.56473	-6.7246127
1001200621_C3	38.711823	-19.039165
1001200621_C7	13.739317	-12.176611
1001200621_C8	-26.387419	33.001366
1001200621_C9	28.720663	-28.879143
1001200621_D1	26.99493	-21.276892
1001200621_D10	25.768478	-23.547546
1001200621_D11	29.187891	-24.611889
1001200621_D2	33.12395	-22.613132
1001200621_D3	27.76712	-27.185066
1001200621_D7	-21.541924	32.7922
1001200621_D8	-2.5284855	4.724254
1001200621_D9	-28.106686	40.73272
1001200621_E1	39.59899	-7.413251
1001200621_E10	40.630375	-21.34803
1001200621_E11	39.53762	-19.033504
1001200621_E12	-2.0756812	26.246729
1001200621_E2	34.56207	-27.529428
1001200621_E3	42.548145	-22.647518
1001200621_E7	-1.1770018	3.4156199
1001200621_E8	16.982529	-14.076347
1001200621_E9	-22.21937	34.953392
1001200621_F1	33.949867	-24.090973
1001200621_F10	24.823647	-26.492226
1001200621_F11	39.134735	-26.511345
1001200621_F12	22.933498	-21.42712
1001200621_F2	40.96047	-22.776325
1001200621_F3	46.469807	-28.694698
1001200621_F7	-5.997191	-7.9590373
1001200621_F8	-31.500948	43.60419
1001200621_F9	27.079182	-27.661846
1001200621_G1	-0.9293235	27.712736
1001200621_G10	23.542547	-17.017334
1001200621_G11	40.573044	-25.609352
1001200621_G12	39.941257	-20.688158
1001200621_G2	19.724758	-15.788484
1001200621_G3	43.871586	-28.914982
1001200621_G7	16.447691	-10.789095
1001200621_G8	-29.599077	38.125454
1001200621_G9	20.697796	-29.46098
1001200621_H11	22.915836	-29.669022
1001200621_H2	26.297476	-25.052925
1001200621_H3	36.842167	-7.961431
1001200621_H7	-27.419147	34.27748
1001200621_H9	-26.566957	34.125767
1001200622_A1	40.039104	-19.086027
1001200622_A10	0.64180154	-18.916117
1001200622_A11	13.245543	-17.262428
1001200622_A12	29.664108	-36.04024
1001200622_A2	25.48138	-20.14606
1001200622_A3	44.025326	-21.350838
1001200622_A4	35.594707	-29.64944
1001200622_A9	12.861581	-2.2209513
1001200622_B10	2.7004285	-0.4051835
1001200622_B11	13.7297735	-25.033695
1001200622_B12	-29.98639	39.05747
1001200622_B2	23.773203	-4.3562145
1001200622_B3	-36.040848	45.503746
1001200622_B4	-29.342888	49.750206
1001200622_B9	11.341706	-17.671194
1001200622_C10	0.66530544	0.9236211
1001200622_C11	28.912254	-20.80368
1001200622_C12	28.783237	-28.268064
1001200622_C2	41.553654	-20.49787
1001200622_C3	22.952795	-33.831398
1001200622_C4	28.399286	-24.492504
1001200622_C9	0.29171094	-7.210824
1001200622_D1	44.31224	-21.524342
1001200622_D10	3.548948	-11.465749
1001200622_D11	34.995296	-11.936145
1001200622_D12	-37.45436	33.65804
1001200622_D2	35.26243	-19.567175
1001200622_D3	17.433212	-14.84629
1001200622_D4	-28.354115	50.01668
1001200622_D9	0.13408229	-13.430991
1001200622_E1	-15.954486	30.873768
1001200622_E10	4.988929	-7.1479497
1001200622_E11	-35.60323	33.177162
1001200622_E12	-33.738903	31.85691
1001200622_E2	33.625614	-11.678324
1001200622_E3	-39.916714	40.967796
1001200622_E4	39.259262	-22.388454
1001200622_F1	34.738823	-17.992939
1001200622_F10	4.0088577	-9.398329
1001200622_F11	33.816147	-22.669846
1001200622_F12	-39.28351	31.130417
1001200622_F2	20.586601	-24.508974
1001200622_F4	-46.975758	31.292826
1001200622_F9	8.64973	-8.319468
1001200622_G1	40.289948	-24.35609
1001200622_G10	7.7329903	-23.65074
1001200622_G11	-28.520193	38.933258
1001200622_G12	32.954723	-29.754726
1001200622_G2	35.374886	-19.629791
1001200622_G3	38.519352	-21.113838
1001200622_G4	36.69505	-24.353846
1001200622_G9	3.1099136	-10.249169
1001200622_H10	-2.7809315	1.5490457
1001200622_H11	35.618862	-24.12572
1001200622_H2	35.966953	-23.08985
1001200622_H3	37.962734	-25.328934
1001200622_H4	37.150433	-14.57575
1001200622_H9	-17.525684	-6.863519
1001200623_A1	42.360775	-30.235994
1001200623_A2	38.874493	-27.358866
1001200623_A3	34.721607	-22.822653
1001200623_A4	8.733065	-20.63705
1001200623_A5	-47.183403	30.004715
1001200623_A6	14.6503	-5.7110047
1001200623_A7	42.12257	-29.28509
1001200623_A8	-22.025703	-12.495555
1001200623_B1	-26.886673	44.828716
1001200623_B2	27.027828	-29.49015
1001200623_B4	5.7876835	-22.694906
1001200623_B5	12.295935	-9.693301
1001200623_B6	-4.8536577	26.09822
1001200623_B7	37.134792	-21.02344
1001200623_B8	15.636364	-23.50186
1001200623_C2	-38.809353	38.901512
1001200623_C3	29.546444	-19.816002
1001200623_C4	28.724426	-16.046844
1001200623_C5	16.121922	-21.084875
1001200623_C6	37.3698	-9.6712675
1001200623_C7	22.705032	-24.80661
1001200623_C8	-43.26471	33.932873
1001200623_D2	31.469242	-29.89089
1001200623_D4	11.87684	0.80468774
1001200623_D5	34.65874	-13.317033
1001200623_D6	46.64677	-26.248714
1001200623_D7	32.870228	-26.882132
1001200623_D8	41.293465	-10.51779
1001200623_E2	25.057508	-27.622149
1001200623_E3	11.812459	-21.480276
1001200623_E4	8.929689	-23.768066
1001200623_E5	5.503875	-23.11259
1001200623_E6	31.606472	-14.352686
1001200623_E7	40.290524	-6.729618
1001200623_F2	-41.292793	30.149279
1001200623_F3	0.7688014	1.4852582
1001200623_F4	5.8482223	-19.303738
1001200623_F5	13.460612	-9.706008
1001200623_F6	26.662512	-10.492399
1001200623_F7	-41.88818	28.150229
1001200623_G2	39.129986	-24.43317
1001200623_G3	-1.6750929	-17.099161
1001200623_G4	22.879526	-9.001428
1001200623_G5	9.170795	-22.455359
1001200623_G6	36.357147	-14.275288
1001200623_G7	43.997787	-28.829325
1001200623_H3	32.68424	-15.640725
1001200623_H4	15.940217	-4.27044
1001200623_H5	4.4321933	-24.549156
1001200623_H6	-50.720154	29.409388
1001200623_H7	-40.684357	37.096992
